127.0.0.1 - - [05/Jan/2016:17:38:44 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:13:36 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:13:36 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:13:36 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:13:36 +0530] "GET /Demo/CSS/foundation.css.map HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:13:54 +0530] "GET /Demo/ImagePage.html HTTP/1.1" 200 2339
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:13:54 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:13:54 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:13:54 +0530] "GET /Demo/CSS/foundation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:13:54 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:13:54 +0530] "GET /Demo/CSS/foundation.css.map HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:17 +0530] "GET /Demo/ImagePage.html HTTP/1.1" 200 2339
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:17 +0530] "GET /Demo/CSS/foundation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:17 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:17 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:17 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:17 +0530] "GET /Demo/CSS/foundation.css.map HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:35 +0530] "GET /Demo/ImagePage.html HTTP/1.1" 200 2339
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:35 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:35 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:35 +0530] "GET /Demo/CSS/foundation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:35 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:35 +0530] "GET /Demo/CSS/foundation.css.map HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:44 +0530] "GET /Demo/ImagePage.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:44 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:44 +0530] "GET /Demo/CSS/foundation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:44 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:14:44 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:15:35 +0530] "GET /Demo/ImagePage.html HTTP/1.1" 200 2179
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:15:35 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:15:35 +0530] "GET /Demo/CSS/foundation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:15:35 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:15:35 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:00 +0530] "GET /Demo/ImagePage.html HTTP/1.1" 200 2179
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:00 +0530] "GET /Demo/CSS/foundation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:00 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:00 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:00 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:02 +0530] "GET /Demo/ImagePage.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:02 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:02 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:02 +0530] "GET /Demo/CSS/foundation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:02 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:36 +0530] "GET /Demo/ImagePage.html HTTP/1.1" 200 2179
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:36 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:36 +0530] "GET /Demo/CSS/foundation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:36 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:36 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:43 +0530] "GET /Demo/ImagePage.html HTTP/1.1" 200 2178
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:43 +0530] "GET /Demo/CSS/foundation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:43 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:43 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:43 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:56 +0530] "GET /Demo/ImagePage.html HTTP/1.1" 200 2178
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:56 +0530] "GET /Demo/CSS/foundation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:56 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:56 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:16:56 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:17:01 +0530] "GET /Demo/ImagePage.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:17:01 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:17:01 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:17:01 +0530] "GET /Demo/CSS/foundation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:17:01 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:17:06 +0530] "GET /Demo/ImagePage.html HTTP/1.1" 200 2178
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:17:06 +0530] "GET /Demo/CSS/foundation.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:17:06 +0530] "GET /Demo/icons/multiplication.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:17:06 +0530] "GET /Demo/CSS/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Jan/2016:20:17:06 +0530] "GET /Demo/js/vendor/modernizr.js HTTP/1.1" 404 1048
